"Poster","Title","Genre","Year","Length","Rating","Description","Director","Actors","Review","TMDB Link","Toloka Link","Rutracker Link","Trailer"
"https://image.tmdb.org/t/p/w200/cP1ElGjBhbZAAqmueXjHDKlSwiP.jpg","Downfall","Drama, History, War","2004","155 mins","7.862","In April of 1945, Germany stands at the brink of defeat with the Russian Army closing in from the east and the Allied Expeditionary Force attacking from the west. In Berlin, capital of the Third Reich, Adolf Hitler proclaims that Germany will still achieve victory and orders his generals and advisers to fight to the last man. When the end finally does come, and Hitler lies dead by his own hand, what is left of his military must find a way to end the killing that is the Battle of Berlin, and lay down their arms in surrender.","Oliver Hirschbiegel","Bruno Ganz, Alexandra Maria Lara, Corinna Harfouch, Ulrich Matthes, Juliane Köhler","**_Hitler’s end_**

As the Red Army encroaches upon Berlin in late April, 1945, the final days of Hitler in his bunker (Bruno Ganz) are told from the perspective of his secretary, Traudl Junge (Alexandra Maria Lara).

"Downfall” (2004) is not a conventional war movie due to its downbeat subject and is more educational than entertaining, but it’s a necessary piece of the puzzle in understanding WW2. If you appreciate movies like "Enemy at the Gates" (2001), "The Pianist" (2002), "Black Book" (2006), "Valkyrie" (2008), "Rommel" (2012), "Warsaw '44" (2014) and "Fury" (2014), you’ll appreciate this one too.

It's hard to rate a flick like this because it’s not an enjoyable experience, but it works superbly as means to go back in history and view Hitler’s final days.

The film runs 2 hours, 36 minutes, and was shot in Germany (Berlin, Munich and Bavaria Studios) and Russia (St. Petersburg).

GRADE: B","https://www.themoviedb.org/movie/613","https://toloka.to/tracker.php?nm=Downfall","https://rutracker.org/forum/tracker.php?nm=Downfall","https://www.youtube.com/watch?v=Bp1RXmM1-60"
"https://image.tmdb.org/t/p/w200/fa0RDkAlCec0STeMNAhPaF89q6U.jpg","There Will Be Blood","Drama","2007","158 mins","8.084","Ruthless silver miner, turned oil prospector, Daniel Plainview, moves to oil-rich California. Using his son to project a trustworthy, family-man image, Plainview cons local landowners into selling him their valuable properties for a pittance. However, local preacher Eli Sunday suspects Plainview's motives and intentions, starting a slow-burning feud that threatens both their lives.","Paul Thomas Anderson","Daniel Day-Lewis, Paul Dano, Kevin J. O'Connor, Ciarán Hinds, Dillon Freasier","Great movie, not a spaghetti western. Very good story and atmosphere 10 stars.","https://www.themoviedb.org/movie/7345","https://toloka.to/tracker.php?nm=There%20Will%20Be%20Blood","https://rutracker.org/forum/tracker.php?nm=There%20Will%20Be%20Blood","https://www.youtube.com/watch?v=0FIm5ATyAY0"
"https://image.tmdb.org/t/p/w200/dkeAwfZzwL3WvToydE3CXiY80E0.jpg","The Secret in Their Eyes","Mystery, Thriller, Drama","2009","130 mins","7.999","Hoping to put to rest years of unease concerning a past case, retired criminal investigator Benjamín begins writing a novel based on the unsolved mystery of a newlywed’s rape and murder. With the help of a former colleague, judge Irene, he attempts to make sense of the past.","Juan José Campanella","Ricardo Darín, Soledad Villamil, Pablo Rago, Javier Godino, Guillermo Francella","Please, I emplore you.
This is the original ‘The secret in their eyes’ without the Hollywood gloss and Pseudo ‘Top Actors/Actresses’
The Agentinian original film that won best foreign film at the Oscars.

Deservedly so.

Don’t sell yourself short and see the Hollywood redo.

It’s got a ending I wish I could tell you about.

See This show!","https://www.themoviedb.org/movie/25376","https://toloka.to/tracker.php?nm=The%20Secret%20in%20Their%20Eyes","https://rutracker.org/forum/tracker.php?nm=The%20Secret%20in%20Their%20Eyes","https://www.youtube.com/watch?v=ZhEuUDO0YUQ"
"https://image.tmdb.org/t/p/w200/gyv7fK6FfAvEk1qamb1LwvE19q8.jpg","Goodbye Again","Drama, Romance","1961","120 mins","7.015","Middle-aged businesswoman Paula Tessier rejects the advances of her client's amusing 25-year-old son, Philip Van der Besh, but reconsiders when her longtime philandering partner begins yet another casual affair with a younger woman. She soon learns that May-December romances with older women are frowned upon in society.","Anatole Litvak","Ingrid Bergman, Yves Montand, Anthony Perkins, Jessie Royce Landis, Pierre Dux","N/A","https://www.themoviedb.org/movie/84119","https://toloka.to/tracker.php?nm=Goodbye%20Again","https://rutracker.org/forum/tracker.php?nm=Goodbye%20Again","https://www.youtube.com/watch?v=xVKLwOXYRNg"
"https://image.tmdb.org/t/p/w200/x9Jb8kewBHPzjTtgCQvoQoDsy4d.jpg","A Prophet","Crime, Drama","2009","155 mins","7.591","Sentenced to six years in prison, Malik El Djebena is alone in the world and can neither read nor write. On his arrival at the prison, he seems younger and more brittle than the others detained there. At once he falls under the sway of a group of Corsicans who enforce their rule in the prison. As the 'missions' go by, he toughens himself and wins the confidence of the Corsican group.","Jacques Audiard","Tahar Rahim, Niels Arestrup, Adel Bencherif, Hichem Yacoubi, Reda Kateb","Great movie in all aspects; great story and script, great cast and great performances.

One of the best movies I've watched lately.","https://www.themoviedb.org/movie/21575","https://toloka.to/tracker.php?nm=A%20Prophet","https://rutracker.org/forum/tracker.php?nm=A%20Prophet","https://www.youtube.com/watch?v=J_16ZOjGkhE"
